"TIME","GEO","INDIC_ED","UNIT","Value","Flag and Footnotes"
"2011","Croatia","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","2,735.9",""
"2011","Croatia","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","1,140.5","d"
"2011","Croatia","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","562.0","d"
"2011","Croatia","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","606.2","d"
"2011","Italy","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","66,425.4",""
"2011","Italy","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","16,424.7",""
"2011","Italy","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","30,310.4",""
"2011","Italy","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","12,856.7",""
"2011","Cyprus","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","1,573.4","d"
"2011","Cyprus","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","453.4",""
"2011","Cyprus","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","616.7","d"
"2011","Cyprus","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","421.8","d"
"2011","Latvia","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","1,534.0",""
"2011","Latvia","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","423.8",""
"2011","Latvia","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","541.6",""
"2011","Latvia","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","314.0",""
"2011","Lithuania","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards","2,609.5",""
"2011","Lithuania","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","397.7",""
"2011","Lithuania","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","1,113.5",""
"2011","Lithuania","Total public expenditure on education in millions PPS, at tertiary level of education (ISCED 5-6)","Current prices, million purchasing power standards","742.5",""
"2011","Luxembourg","Total public expenditure on education in millions PPS, for all levels of education combined","Current prices, million purchasing power standards",":",""
"2011","Luxembourg","Total public expenditure on education in millions PPS, at primary level of education (ISCED 1)","Current prices, million purchasing power standards","595.8",""
"2011","Luxembourg","Total public expenditure on education in millions PPS, at secondary level of education (ISCED 2-4)","Current prices, million purchasing power standards","529.3",""
